 Быстрое обслуживание.,5,0,0
" все во время, упаковка в идеальном состоянии, отзывчивый персонал. за все время заказов не нашел. буду и в дальнейшем пользоваться услугами.",5,0,0
" Магазин нравится. Давно тут покупаю. Быстро заказал. Приехал.Быстро оплатил.Быстро вызвали к окну получения. Открыли все товары и дали рекомендации по использованию и гарантии.Всегда доволен)))В последний раз купил Смартфон SONY Xperia SP C5303. В нём не включается камера, нет доступа к внутренней памяти и флеш (можен не совсем разобрался.).Верен ВамС уважением,             Бойко Олег.",5,0,0
" Заказал винчестор хитачи 1т скорость 7200,оперативность на следуюший день заказ был доставлен в Ситилинк мини. нету. поставил винчестор Хитачи 1т скорость 7200  в Макбук Про в место DVD RV,а ранее покупал в ситилинк мини ssd plextor pro 240 г ,его поставил в штатное место ,Всё отлично работает.",5,0,0
" Оперативность. Работа ""как часы"". Если нужно сделать срочную прогнозируемую покупку - по-моему единственный такой продавец. Не замечено. Хотя работаю с магазином уже лет 5. Рекомендую и буду рекомендовать своим знакомым.",5,0,0
 очень быстро обрабатывают заказы и доставляют на точку выдачи. нет. цены ниже чем в других интернет.,5,0,0
" Быстрая доставка, хорошая цена, близко. Нельзя проверить товар на месте выдачи, далеко сервисные центры. Если что-то не так с товаром, ты это поймешь только дома. И придется ехать в Москву(2 часа на электричке). А так - все замечательно.",5,0,0
 Большой выбор товаров в наличии. В мини возят за 90 рублей. С доставкой бывают накладки. Плюс Ситилинк-мини доставка платная :(.,5,0,0
" Быстро, оперативно, беспроблемно. Необходимый товар нашелся сразу. Регулярно пользуюсь отделением на Калужской, поскольку живу в 10 минутах ходьбы. Любая электроника (в данном случае срочно потребовавшийся на замену телефон) практически всегда есть в наличии.",5,0,0
" удобно, быстро, хорошие цены.",5,0,0
" Цены одни из самых низких в СПБ. Хороший выбор, со склада везут быстро. Хороший тестовый стенд для дисплеев. Товар выдают быстро. Сайт продуманный и он очень помогает в выборе (включая отзывы/обзоры). Закупался компьютерными комплектующими уже три раза, все работают как полагается. Магазин оставил приятные впечатления. Не обнаружил. Подозрительная серия оценок 1/5 на двух последних страницах здесь.",5,0,0
" Оперативный и ненавязчивый сервис, приемлемые цены. нет.",5,0,0
" Отличный сервис, качественные товары. К счастью не обнаружено. Заказывал в интернет-магазине проводной геймпад Microsoft Xbox 360 (S9F-00002) для компьютера. Вооружившись знаниями как отличить оригинальный девайс от дешёвых подделок, кои заполонили рынок, на следующий день отправился в магазин на ул. Обручева. К счастью геймпад отвечал всем признакам оригинального продукта. С компьютером быстро подружился и начал радовать меня в играх. Кстати, неприятного запаха, про который многие пишут, нет. Видимо пахнут действительно подделки. Во общем, спасибо Ситилинку за отличный сервис и качественные товары. Планирую и в дальнейшем закупаться здесь.",5,0,0
 Все отлично. Пока не сталкивался. Неплохо было бы один из Ваших магазинов сделать круглосуточным.,5,0,0
" Быстро, удобно, недорого. пока не заметил. У нас в Воронеже он недавно. Народу пока немного, а работают чётко. Можно дома распечатать заказ и сразу со своей квитанцией в кассу. Собирают за пару минут. Стоянку для машин только бы побольше.",5,0,0
" Сделал много покупок, всё просто замечательно. не нашёл. Много раз покупал тут товары,Не встречал я здесь брака, обман,Как всегда, все полны тут амбары,Добрых слов как всегда океан.",5,0,0
" очереди не было, оперативное обчлуживание. нет нормального путеводителя от входа - много потрачено было времени на поиск вашего пункта выдачи; на сайте не указан был этаж; внешнее оформление пункта выдачи желает быть лучше.",5,0,0
" Быстрая доставка в пункт выдачи, много пунктов выдачи, которые расположены около метро, низкие цены. Часто покупаю в Ситилинк и всегда остаюсь довольна:).",5,0,0
" быстро, качественно. нет. Всем большое спасибо за качественный сервис.",5,0,0
" удобное расположение, быстрое и качественное обслуживание.",5,0,0
" Низкие цены, доставка быстро и в срок, удобный самовывоз (всегда можно подобрать подходящую точку выдачи товара).",5,0,0
 Заказ доставлен вовремя.Сервис на высоте. Спасибо.,5,0,0
" Кошерные цены, достаточный ассортимент,  отсутствие очередей.",5,0,0
" Большой ассортимент, низкие цены, удобная система заказа и оповещения о степени его готовности, удобное расположение пунктов выдачи заказов. Не выявлено. Покупаю в данном интернет-магазине уже более трёх лет. Радует большой ассортимент. Покупал и картриджи к экзотическим моделям принтеров и комплектующие для сборки компьютеров. Цены очень демократичные. Точка самовывоза, которой я пользуюсь, находится в трёх минутах ходьбы от станции метро Водный стадион. Очччень удобно. Информация о номере заказа и доставке заказа в пункт выдачи приходит эсэмэской на телефон, поэтому нет надобности что-либо записывать на клочках бумаги. Кроме того, радует тот факт, что за доставку товара в пункт выдачи денег не берут. Магазин выпускает клубные карты и радует постоянных покупателей дополнительными скидками в цене.",5,1,3
" Высокая оперативность, широкий ассортимент. Раньше был неприятный момент с доставкой в пункты ""Ситилинк-мини"".То назначенная дата съезжала на несколько дней, то написано ""после 12 заказ будет"",а он в лучшем случае в 19-20ч появляется,а бывало и на следующие сутки.Так же очень не понравилась доплата 90р за ""доставку в пункт выдачи""..Вообще бред какойт,в этот период даже покупать перестал в Ситилинке. В общем и целом магазин нравится,цены приемлимые,сервис стал получше.",5,0,0
" Хороший выбор товара, рядом находится, Низкие цены.",5,0,0
" качество, быстрота, удобство. надеюсь не увидеть.",5,0,0
" Быстро. нет. Спасибо магазину Ситилинк за широкий ассортимент товара. Заказывала второй раз. первым был ноутбук - работаю и радуюсь. В этот раз заказала швейную машину для мамы, кофеварку, шипцы для волос. всем осталась довольна.",5,0,0
